ldef	mean_chipenrich_caught	prop_covered	n
dnase_thurman.1000.P2P_E_thurman_fantom	0.398543593655082	0.329512591232116	297
dnase_thurman.1000.P2P_fantom	0.319740257570298	0.164180544262795	297
dnase_thurman.1000.P2P_thurman	0.289924397213259	0.125687606441945	297
dnase_thurman.1000.P2P_thurman_fantom	0.362782541159378	0.247678489931671	297
dnase_thurman.1000.thurman	0.232847444298714	0.0939697917809339	297
dnase_thurman.1000.thurman_fantom	0.341651591342243	0.218283046292951	297
dnase.0.E	0.114587193260846	0.0243962027302232	297
dnase.0.E_fantom	0.19272405878321	0.0346473044780925	297
dnase.0.E_thurman	0.230946303203504	0.0453357207691417	297
dnase.0.E_thurman_fantom	0.262550840574919	0.0550367274464545	297
dnase.0.fantom	0.109460500746714	0.0110323346517936	297
dnase.0.nearest_tss_500000	0.358213160771927	0.0709954308167804	297
dnase.0.P2P	0.0999096595459736	0.00472333605333625	297
dnase.0.P2P_E	0.182959792058162	0.0283959943982616	297
dnase.0.P2P_E_fantom	0.23142251045845	0.0385333739882131	297
dnase.0.P2P_E_thurman	0.260342222751738	0.0490344726686766	297
dnase.0.P2P_E_thurman_fantom	0.28167841124682	0.0586361239181954	297
dnase.0.P2P_fantom	0.16740692866832	0.015608883909505	297
dnase.0.P2P_thurman	0.207760463805071	0.0270202666863535	297
dnase.0.P2P_thurman_fantom	0.23836229818579	0.0372995039671529	297
dnase.0.thurman	0.164545015312782	0.0226999630408882	297
dnase.0.thurman_fantom	0.209146079751342	0.0331059996765837	297
dnase.1000.E	0.132316420110633	0.0926878314121787	297
dnase.1000.E_fantom	0.332294201649981	0.198586957682503	297
dnase.1000.E_thurman	0.302019770515573	0.173157823720201	297
dnase.1000.E_thurman_fantom	0.377614265907843	0.273193158188207	297
dnase.1000.fantom	0.272594195012581	0.113380801502821	297
dnase.1000.nearest_tss_500000	0.455949770268648	0.277350516464146	297
dnase.1000.P2P	0.161215750057923	0.0328801139773382	297
dnase.1000.P2P_E	0.25346510940912	0.121829698307102	297
dnase.1000.P2P_E_fantom	0.360291746422421	0.225590607093285	297
dnase.1000.P2P_E_thurman	0.344928533727601	0.199865639626435	297
dnase.1000.P2P_E_thurman_fantom	0.393065956740072	0.298114276497594	297
dnase.1000.P2P_fantom	0.311836960977961	0.143698921289663	297
dnase.1000.P2P_thurman	0.287069031783235	0.117338974716094	297
dnase.1000.P2P_thurman_fantom	0.356714353960339	0.221840390804545	297
dnase.1000.thurman	0.230439055019599	0.0875654158610677	297
dnase.1000.thurman_fantom	0.335017856071955	0.194176129262451	297
fantom.0.E	0.0179263017802354	0.00115023546240488	297
fantom.0.E_fantom	0.0333094409424629	0.0020283923522424	297
fantom.0.E_thurman	0.0469549159036404	0.00311738435807788	297
fantom.0.E_thurman_fantom	0.0484257539215076	0.00386597966908928	297
fantom.0.fantom	0.0231437576635019	0.000965602225677098	297
fantom.0.nearest_tss_500000	0.0525324401329824	0.00317699813160118	297
fantom.0.P2P	0.0178008908564421	0.000439828034514095	297
fantom.0.P2P_E	0.0293281273399979	0.0015028888596706	297
fantom.0.P2P_E_fantom	0.0385056990447319	0.00235791781748603	297
fantom.0.P2P_E_thurman	0.0484115812798686	0.00340292033316266	297
fantom.0.P2P_E_thurman_fantom	0.0493675251349628	0.00413668601299859	297
fantom.0.P2P_fantom	0.0313686128237744	0.00137325524530052	297
fantom.0.P2P_thurman	0.0459740174722233	0.00266157606186102	297
fantom.0.P2P_thurman_fantom	0.0474050763733047	0.00343239966816836	297
fantom.0.thurman	0.0439561810958483	0.00232100945360141	297
fantom.0.thurman_fantom	0.0460266547322896	0.00311098870007398	297
fantom.1000.E	0.0235919332719919	0.0038877466784804	297
fantom.1000.E_fantom	0.0495367970666442	0.0074896078641246	297
fantom.1000.E_thurman	0.0627427630217766	0.0103620351934508	297
fantom.1000.E_thurman_fantom	0.0653820651704082	0.0134611360905953	297
fantom.1000.fantom	0.0382049913828289	0.00391820285422572	297
fantom.1000.nearest_tss_500000	0.0704358914806999	0.0108620264744043	297
fantom.1000.P2P	0.0263470000785096	0.00151986695902041	297
fantom.1000.P2P_E	0.0409645015707049	0.0051308353109914	297
fantom.1000.P2P_E_fantom	0.0556286858395159	0.00864033271598732	297
fantom.1000.P2P_E_thurman	0.0649172005574993	0.0113857578279888	297
fantom.1000.P2P_E_thurman_fantom	0.0665752622258438	0.014422725322718	297
fantom.1000.P2P_fantom	0.0476528842678179	0.00531743579643092	297
fantom.1000.P2P_thurman	0.061627736299229	0.00879931580756637	297
fantom.1000.P2P_thurman_fantom	0.0641197019905258	0.0119876810187927	297
fantom.1000.thurman	0.0586317013899108	0.0075956932852946	297
fantom.1000.thurman_fantom	0.0623762477472032	0.0108602158949249	297
nearest_tss	0.993257921317962	0.985325725588685	297
thurman_fantom.0.E	0.0549158525476469	0.00818186556523084	297
thurman_fantom.0.E_fantom	0.131697232065776	0.0207722809015131	297
thurman_fantom.0.E_thurman	0.126321565213203	0.0168552328771962	297
thurman_fantom.0.E_thurman_fantom	0.155474702808198	0.0287426604466156	297
thurman_fantom.0.fantom	0.108556705739228	0.0136182165393316	297
thurman_fantom.0.nearest_tss_500000	0.176565381550286	0.0248223084781568	297
thurman_fantom.0.P2P	0.0569577423405465	0.00174142438807072	297
thurman_fantom.0.P2P_E	0.0940649103662393	0.00965772171415562	297
thurman_fantom.0.P2P_E_fantom	0.141201591459527	0.0221218199783541	297
thurman_fantom.0.P2P_E_thurman	0.139116847013199	0.0181837017189434	297
thurman_fantom.0.P2P_E_thurman_fantom	0.158965531240868	0.0299632768966751	297
thurman_fantom.0.P2P_fantom	0.123390476932373	0.015196370590355	297
thurman_fantom.0.P2P_thurman	0.120368735536977	0.0110524561497008	297
thurman_fantom.0.P2P_thurman_fantom	0.149086431173972	0.0237186754902834	297
thurman_fantom.0.thurman	0.10228273268526	0.00951582299858093	297
thurman_fantom.0.thurman_fantom	0.14374014667091	0.0223175508882333	297
thurman_fantom.1000.E	0.0798527569043065	0.0424519735224746	297
thurman_fantom.1000.E_fantom	0.22583236873155	0.118772325048642	297
thurman_fantom.1000.E_thurman	0.194561525129871	0.0857405433022738	297
thurman_fantom.1000.E_thurman_fantom	0.248478200050661	0.157903685792059	297
thurman_fantom.1000.fantom	0.200865902688119	0.0822950037694343	297
thurman_fantom.1000.nearest_tss_500000	0.273574596291834	0.131229673291645	297
thurman_fantom.1000.P2P	0.0979007872908206	0.0123334448461859	297
thurman_fantom.1000.P2P_E	0.151784102143159	0.0532538467643493	297
thurman_fantom.1000.P2P_E_fantom	0.236626647247281	0.128578024244588	297
thurman_fantom.1000.P2P_E_thurman	0.216770217368135	0.0955844788357429	297
thurman_fantom.1000.P2P_E_thurman_fantom	0.25302477829203	0.166911763836316	297
thurman_fantom.1000.P2P_fantom	0.216995176359745	0.0934020757826307	297
thurman_fantom.1000.P2P_thurman	0.188459158723402	0.0582307101379923	297
thurman_fantom.1000.P2P_thurman_fantom	0.240968532629806	0.134750647283214	297
thurman_fantom.1000.thurman	0.159012548520621	0.0471374899461437	297
thurman_fantom.1000.thurman_fantom	0.234312911961111	0.124675276729379	297
thurman.0.E	0.0436190652399575	0.00723134202635429	297
thurman.0.E_fantom	0.115113601673205	0.0193067510316636	297
thurman.0.E_thurman	0.0972982220334395	0.014331593575992	297
thurman.0.E_thurman_fantom	0.125947230992341	0.0257772846535264	297
thurman.0.fantom	0.100653396500052	0.0130514021159307	297
thurman.0.nearest_tss_500000	0.143604934806052	0.0222022571925515	297
thurman.0.P2P	0.0457153047344618	0.00138349139918847	297
thurman.0.P2P_E	0.0755657767102649	0.00842001927294504	297
thurman.0.P2P_E_fantom	0.120033661332495	0.0203827485360332	297
thurman.0.P2P_E_thurman	0.109083363841482	0.0154269831780075	297
thurman.0.P2P_E_thurman_fantom	0.128644597851551	0.0267740123717519	297
thurman.0.P2P_fantom	0.10827237587942	0.0142904477131582	297
thurman.0.P2P_thurman	0.0920978167268952	0.00891199135040603	297
thurman.0.P2P_thurman_fantom	0.120415734311739	0.021123704526062	297
thurman.0.thurman	0.0754332757400347	0.00765107149804477	297
thurman.0.thurman_fantom	0.116215787908698	0.0199876403610272	297
thurman.1000.E	0.0707884417241313	0.0403402928990349	297
thurman.1000.E_fantom	0.21242643717842	0.115796454355159	297
thurman.1000.E_thurman	0.171624357396847	0.0802732264121211	297
thurman.1000.E_thurman_fantom	0.225520047226551	0.151714687749871	297
thurman.1000.fantom	0.194382133014319	0.0813655666171187	297
thurman.1000.nearest_tss_500000	0.247347517128096	0.125415436775102	297
thurman.1000.P2P	0.0889450861824806	0.0115926745980305	297
thurman.1000.P2P_E	0.136766360457632	0.0505462332062814	297
thurman.1000.P2P_E_fantom	0.219251802417437	0.125033938795494	297
thurman.1000.P2P_E_thurman	0.193068529760747	0.0896556786698383	297
thurman.1000.P2P_E_thurman_fantom	0.229280050788464	0.160268461199513	297
thurman.1000.P2P_fantom	0.204446458545239	0.0917683119068168	297
thurman.1000.P2P_thurman	0.166514204434634	0.053683977457923	297
thurman.1000.P2P_thurman_fantom	0.218837981670378	0.129466329424332	297
thurman.1000.thurman	0.13815094121958	0.0431521567485632	297
thurman.1000.thurman_fantom	0.213322319909056	0.11993922591799	297
